0.5 -0.975224 0.00168337
0.6071428571428571 -0.931332 0.00110816
0.7142857142857143 -0.885282 0.000726926
0.8214285714285714 -0.838848 0.000655983
0.9285714285714286 -0.791909 0.000568178
1.0357142857142856 -0.747258 0.000720394
1.1428571428571428 -0.703682 0.000382403
1.25 -0.663932 0.000359069
1.3571428571428572 -0.627686 0.000542666
1.4642857142857142 -0.594009 0.000517038
1.5714285714285714 -0.562633 0.000326148
1.6785714285714286 -0.534654 0.000500056
1.7857142857142856 -0.507711 0.000431011
1.8928571428571428 -0.483939 0.000474025
2.0 -0.462403 0.000387235
