5.01177 0
4.99418 0.0175927
4.99859 0.0110722
4.99757 0.00789525
4.99593 0.00632955
4.9916 0.0067439
4.99206 0.00571777
4.99397 0.00530942
4.999 0.00687329
4.99659 0.00660528
4.99893 0.00641691
4.99559 0.00674496
4.99655 0.00627885
4.99904 0.0063255
4.99887 0.00589139
5.00002 0.00562973
5.00013 0.00528945
5.00027 0.00498887
5.00039 0.00472048
5.00315 0.00526223
5.00024 0.00579005
5.00129 0.00561875
5.00249 0.00550177
5.00184 0.00530761
4.99838 0.00615289
5.00025 0.00620045
4.99796 0.00639343
4.99983 0.00643984
5.00248 0.00675336
5.00228 0.00652739
5.00091 0.0064589
5.00113 0.00625764
5.00242 0.00620051
5.00077 0.00623699
5.00009 0.00609438
5.0001 0.00592268
4.99904 0.00585608
4.99951 0.00571921
5.00004 0.00559567
5.00041 0.00546625
5.00084 0.00534846
4.9996 0.00536498
4.99937 0.00524357
4.99916 0.00512721
4.99857 0.00504695
4.99866 0.00493691
4.99915 0.00485502
5.00026 0.00488128
4.99953 0.00483566
5.00111 0.00499332
5.00039 0.00494772
5.0003 0.00485239
5.00063 0.00477128
4.99996 0.00473041
4.99933 0.00468604
4.99959 0.00460929
5.00029 0.00458127
5.00017 0.00450318
5.00107 0.00451639
5.00076 0.00445121
5.00012 0.00442372
4.99983 0.00436184
4.99974 0.00429295
5.00015 0.00424509
5.00132 0.00434179
5.0017 0.00429149
5.0015 0.00423136
5.00178 0.00417792
5.00196 0.00412094
5.00198 0.00406169
5.00179 0.0040087
5.00192 0.0039547
5.00199 0.00390084
5.00196 0.00384791
5.00166 0.00380773
5.00146 0.00376289
5.00121 0.00372188
5.00114 0.00367443
5.00046 0.00369238
5.0011 0.00370299
5.00069 0.00368076
5.00111 0.0036605
5.00104 0.00361688
5.00109 0.00357393
5.00077 0.00354579
5.00085 0.00350512
5.0007 0.00346759
5.0008 0.00342934
5.0006 0.00339679
5.00037 0.00336628
5.00035 0.00332918
5.00024 0.00329465
5.00002 0.00326617
5.00027 0.00324117
5.00045 0.00321166
5.00122 0.00326973
5.00106 0.00323963
5.00144 0.00322842
5.00172 0.00320783
5.00125 0.00321004
