5.03577 0
5.01155 0.0242143
5.01767 0.0152592
5.0203 0.0111059
5.01605 0.00959351
5.01587 0.00783526
5.00369 0.0138577
4.99645 0.014017
4.99117 0.0134423
4.98837 0.0123462
4.99438 0.012685
4.99333 0.0116279
4.99494 0.0108166
4.99857 0.0106521
4.99747 0.0099766
4.99706 0.00934127
4.99552 0.00890986
4.99607 0.00841869
4.9946 0.00809784
4.99262 0.0079342
4.99295 0.00755408
4.99314 0.00720501
4.99374 0.00691059
4.9956 0.00687328
4.99612 0.00661357
4.99412 0.0066624
4.99467 0.00643453
4.99749 0.00681253
4.99874 0.00669068
4.99874 0.00646382
4.99956 0.00630526
5.00009 0.00612803
5.00189 0.00620568
5.0022 0.00602867
5.00277 0.00588163
5.00117 0.00593672
5.00135 0.00577702
5.00094 0.00563844
5.00031 0.0055276
5.00001 0.00539574
4.99949 0.00528887
4.99879 0.00520757
4.99841 0.0050997
4.99838 0.00498254
4.99781 0.00490403
4.99853 0.00485018
4.99868 0.00474828
4.99947 0.00471521
4.99982 0.0046312
4.99847 0.00473533
4.99764 0.00471502
4.99712 0.00465209
4.99744 0.00457459
4.99715 0.00449866
4.99747 0.00442776
4.99773 0.00435612
4.99787 0.00428123
4.99788 0.00420679
4.99766 0.00414066
4.99803 0.00408717
4.99718 0.00410671
4.99825 0.00417763
4.99802 0.0041172
4.99782 0.00405706
4.99784 0.00399418
4.99788 0.00393342
4.99761 0.00388335
4.99684 0.00390244
4.9967 0.00384797
4.99689 0.00379698
4.99718 0.00375494
4.99702 0.00370598
4.99793 0.00376712
4.9982 0.00372537
4.99787 0.00368972
4.99783 0.00364115
4.99834 0.00363028
4.99885 0.00361944
4.99899 0.0035761
4.99882 0.00353523
4.99816 0.00355315
4.99823 0.00351031
4.99871 0.00349973
4.99865 0.00345825
4.99889 0.00342541
4.9993 0.00340989
4.99926 0.00337063
4.99928 0.00333215
4.99917 0.00329622
4.99902 0.00326313
4.99924 0.00323474
4.99885 0.00322257
4.99864 0.00319523
4.99819 0.00319188
4.99823 0.00315826
4.99815 0.00312602
4.9984 0.00310371
4.99834 0.00307249
4.99856 0.00304935
4.99863 0.00301934
