 1 1.38134 1.38134 0
 2 1.36145 1.3714 0.00703255
 3 1.45937 1.40072 0.0243961
 4 1.54448 1.43666 0.0361041
 5 1.52066 1.45346 0.0325583
 6 1.40809 1.4459 0.0279963
 7 1.28895 1.42348 0.0317292
 8 1.39499 1.41992 0.0279622
 9 1.32131 1.40896 0.0269162
 10 1.44937 1.413 0.024526
 11 1.39581 1.41144 0.0223462
 12 1.52821 1.42117 0.0225033
 13 1.45745 1.42396 0.0209446
 14 1.36572 1.4198 0.0198575
 15 1.34376 1.41473 0.0191698
 16 1.43517 1.41601 0.0180142
 17 1.33198 1.41107 0.0176197
 18 1.49595 1.41578 0.0172604
 19 1.39641 1.41476 0.0163821
 20 1.47282 1.41766 0.0158181
