 1 -5.46736 -5.46736 0
 2 -5.47115 -5.46925 0.00133944
 3 -5.44855 -5.46235 0.00570535
 4 -5.43512 -5.45554 0.00728547
 5 -5.44567 -5.45357 0.00609025
 6 -5.45724 -5.45418 0.00510589
 7 -5.48466 -5.45854 0.00595016
 8 -5.46583 -5.45945 0.00527578
 9 -5.47913 -5.46163 0.00512286
 10 -5.45591 -5.46106 0.0046424
 11 -5.461 -5.46106 0.00422037
 12 -5.44736 -5.45991 0.00402014
 13 -5.45545 -5.45957 0.00372554
 14 -5.47376 -5.46058 0.00359464
 15 -5.47012 -5.46122 0.00341076
 16 -5.45891 -5.46108 0.00320065
 17 -5.47617 -5.46196 0.00313305
 18 -5.44601 -5.46108 0.00308177
 19 -5.46371 -5.46122 0.00292268
 20 -5.44276 -5.46029 0.00291852
