 1 -7.54677 -7.54677 0
 2 -7.54978 -7.54828 0.00106502
 3 -7.54653 -7.54769 0.00085541
 4 -7.5458 -7.54722 0.000761912
 5 -7.5421 -7.54619 0.0011004
 6 -7.53443 -7.54423 0.00201139
 7 -7.54588 -7.54447 0.00173774
 8 -7.55266 -7.54549 0.00179682
 9 -7.55053 -7.54605 0.00168195
 10 -7.53564 -7.54501 0.00180771
 11 -7.55321 -7.54576 0.00179059
 12 -7.53596 -7.54494 0.00181804
 13 -7.55656 -7.54583 0.00188526
 14 -7.5416 -7.54553 0.00177469
 15 -7.53333 -7.54472 0.00183328
 16 -7.53505 -7.54411 0.00181547
 17 -7.53815 -7.54376 0.00174226
 18 -7.55787 -7.54455 0.00181325
 19 -7.54135 -7.54438 0.00172558
 20 -7.52409 -7.54336 0.00191444
