 1 7.59322 7.59322 0
 2 7.57564 7.58443 0.00621424
 3 7.59573 7.5882 0.00515961
 4 7.60079 7.59134 0.00473378
 5 7.61662 7.5964 0.00589743
 6 7.65784 7.60664 0.0105607
 7 7.59884 7.60552 0.00911057
 8 7.56248 7.60014 0.00942776
 9 7.5706 7.59686 0.00893336
 10 7.65269 7.60244 0.00962773
 11 7.55751 7.59836 0.00957986
 12 7.65142 7.60278 0.00974859
 13 7.53703 7.59772 0.0102268
 14 7.61839 7.5992 0.00960229
 15 7.6654 7.60361 0.00992466
 16 7.65592 7.60688 0.00982801
 17 7.64048 7.60886 0.00944646
 18 7.53561 7.60479 0.00975893
 19 7.62024 7.6056 0.00927914
 20 7.7166 7.61115 0.0103425
