-0.973853  -0.227179
-0.998795  -0.0490832
-0.99981  0.0194969
-0.999142  0.0414089
-0.974434  0.224672
-0.723598  0.690221
-0.699327  0.714802
-0.686453  0.727174
-0.685959  0.727641
-0.251836  0.96777
-0.113824  0.993501
-0.108551  0.994091
0.332961  0.942941
0.354819  0.934935
0.517449  0.855714
0.667205  0.744874
0.744309  0.667835
0.769515  0.638628
0.780077  0.625683
0.883515  0.468403
0.997416  0.0718429
0.999985  0.00548568
0.999987  -0.00507028
0.94449  -0.32854
0.677547  -0.73548
0.665537  -0.746365
0.621805  -0.783172
0.585061  -0.81099
-0.34809  -0.937461
-0.569253  -0.822162
-0.907958  -0.419061
-0.947641  -0.319339
-0.973853  -0.227179
