0 5.50927 0
1 5.48222 0.0270449
2 5.4596 0.0274865
3 5.5771 0.1191
4 5.56701 0.0928047
5 5.54237 0.0796825
6 5.52919 0.0686204
7 5.53265 0.0595275
8 5.51015 0.0571184
9 5.54663 0.06278
10 5.58604 0.0691202
11 5.50538 0.102408
12 5.45621 0.106265
13 5.43069 0.101636
14 5.46113 0.0993924
15 5.46301 0.0929922
16 5.49885 0.0944166
17 5.50089 0.0890402
18 5.50694 0.0844405
19 5.49142 0.0815957
20 5.48983 0.0776293
21 5.47903 0.0748012
22 5.49205 0.0726514
23 5.50424 0.0706193
24 5.49623 0.0682075
25 5.49527 0.0655388
26 5.49053 0.0632423
27 5.47888 0.0620457
28 5.47845 0.0598695
29 5.47778 0.0578433
30 5.48719 0.056731
31 5.48839 0.0549427
32 5.486 0.0533053
33 5.48019 0.0520392
34 5.46779 0.0520289
35 5.48221 0.0525789
36 5.48199 0.0511386
37 5.47593 0.0501427
38 5.4699 0.0492105
39 5.46923 0.0479691
40 5.4668 0.0468474
41 5.46092 0.046095
42 5.46182 0.0450192
43 5.45733 0.0442134
44 5.46283 0.0435683
45 5.47662 0.0447876
46 5.48425 0.0444833
47 5.4786 0.0439111
48 5.47322 0.0433418
49 5.47459 0.0424884
50 5.46679 0.0423706
51 5.46729 0.0415508
52 5.46625 0.0407726
53 5.47009 0.0401945
54 5.4722 0.0395133
55 5.4783 0.0392773
56 5.4811 0.0386833
57 5.47614 0.0383324
58 5.46942 0.0382712
59 5.46959 0.0376283
60 5.47411 0.0372809
61 5.46864 0.0370793
62 5.4661 0.0365746
63 5.4623 0.0361986
64 5.45955 0.0357435
65 5.46314 0.0353807
66 5.46141 0.0348915
67 5.46189 0.0343779
68 5.45713 0.0342084
69 5.45484 0.0337938
70 5.454 0.033325
71 5.45023 0.0330747
72 5.44919 0.0326349
73 5.44561 0.0323903
74 5.44324 0.0320432
75 5.43512 0.0326444
76 5.43536 0.0322186
77 5.42869 0.0324943
78 5.43072 0.0321444
79 5.43356 0.0318669
80 5.43567 0.0315416
81 5.43781 0.031228
82 5.4385 0.0308572
83 5.4423 0.0307241
84 5.44388 0.0304014
85 5.44293 0.0300608
86 5.44588 0.0298594
87 5.44055 0.0299966
88 5.44071 0.0296581
89 5.44227 0.0293678
90 5.44942 0.0299123
91 5.45095 0.0296249
92 5.45028 0.0293124
93 5.44872 0.0290408
94 5.44228 0.0294453
95 5.4407 0.0291801
96 5.44091 0.0288785
97 5.44045 0.0285861
98 5.44154 0.0283169
99 5.44982 0.0292296
