0	0
1.49218	1.49218
1.9773	0.988709
2.20185	0.734298
2.31613	0.580152
2.37175	0.476946
2.39271	0.403638
2.39316	0.349561
2.38272	0.30846
2.36803	0.276286
2.35386	0.250312
2.34356	0.228734
2.3389	0.210456
2.33988	0.194847
2.34509	0.181468
2.35242	0.169906
2.35964	0.159762
2.36498	0.150719
2.36737	0.142586
2.36663	0.135271
2.36328	0.128712
2.35835	0.122821
2.35293	0.117485
2.34778	0.112601
2.34325	0.108098
2.33923	0.103935
2.33542	0.100084
2.33149	0.0965235
2.3274	0.0932253
2.32345	0.0901511
2.32009	0.0872591
2.31765	0.0845234
2.31612	0.0819363
2.3152	0.0794952
2.31456	0.0771932
2.31407	0.0750199
2.31383	0.0729646
2.31399	0.0710187
2.31458	0.0691762
2.31546	0.0674303
2.31642	0.0657721
2.31721	0.0641919
2.31757	0.0626824
2.31725	0.061242
2.31609	0.0598769
2.31408	0.0585951
2.31141	0.0573972
2.3084	0.0562691
2.30547	0.0551867
2.30295	0.0541303
2.30107	0.0530916
2.29993	0.0520731
2.29947	0.0510832
2.29944	0.0501283
2.29952	0.0492085
2.29954	0.0483218
2.29951	0.0474665
2.29955	0.046641
2.29978	0.0458442
2.3002	0.0450756
2.30072	0.0443336
2.30124	0.0436158
2.30173	0.0429206
2.30219	0.0422471
2.30264	0.0415945
2.30303	0.0409613
2.30326	0.040346
2.30323	0.0397483
2.30294	0.0391691
2.30257	0.0386072
2.30243	0.0380598
2.3027	0.0375285
2.30339	0.0370172
2.30432	0.0365254
2.30528	0.036048
2.3061	0.0355799
2.30661	0.0351185
2.30668	0.0346654
2.30621	0.0342269
2.30524	0.0338104
2.30402	0.0334128
2.30297	0.0330193
2.30253	0.032622
2.30292	0.0322337
2.30415	0.0318761
2.30611	0.031564
2.3086	0.0312981
2.31137	0.0310641
2.31412	0.030836
2.31652	0.0305859
2.31831	0.0303005
2.31937	0.0299882
2.31983	0.0296675
2.31994	0.0293504
2.31993	0.0290399
2.3199	0.0287358
2.3199	0.028438
2.31994	0.0281463
2.32001	0.0278607
2.3201	0.0275808
