0	0
2.23827	2.23827
2.96596	1.48306
3.30278	1.10145
3.4742	0.870228
3.55763	0.715419
3.58906	0.605456
3.58975	0.524341
3.57408	0.462691
3.55205	0.414429
3.53079	0.375467
3.51534	0.343101
3.50835	0.315685
3.50982	0.292271
3.51764	0.272202
3.52863	0.254859
3.53946	0.239643
3.54746	0.226079
3.55106	0.21388
3.54994	0.202907
3.54492	0.193068
3.53753	0.184232
3.52939	0.176228
3.52168	0.168901
3.51487	0.162147
3.50885	0.155902
3.50313	0.150126
3.49724	0.144785
3.49111	0.139838
3.48517	0.135227
3.48013	0.130889
3.47648	0.126785
3.47418	0.122905
3.4728	0.119243
3.47184	0.11579
3.47111	0.11253
3.47075	0.109447
3.47099	0.106528
3.47187	0.103764
3.47319	0.101146
3.47463	0.0986582
3.47582	0.0962879
3.47636	0.0940235
3.47587	0.0918631
3.47413	0.0898154
3.47112	0.0878927
3.46711	0.0860957
3.4626	0.0844036
3.4582	0.0827801
3.45443	0.0811954
3.4516	0.0796374
3.44989	0.0781097
3.4492	0.0766248
3.44916	0.0751925
3.44929	0.0738128
3.44932	0.0724827
3.44926	0.0711998
3.44932	0.0699615
3.44967	0.0687663
3.4503	0.0676134
3.45108	0.0665003
3.45186	0.0654236
3.45259	0.0643809
3.45328	0.0633707
3.45395	0.0623918
3.45454	0.061442
3.45489	0.060519
3.45485	0.0596224
3.45441	0.0587536
3.45386	0.0579108
3.45364	0.0570897
3.45405	0.0562928
3.45508	0.0555258
3.45648	0.054788
3.45793	0.054072
3.45915	0.0533698
3.45991	0.0526777
3.46002	0.0519981
3.45932	0.0513404
3.45786	0.0507155
3.45603	0.0501192
3.45446	0.049529
3.4538	0.0489331
3.45438	0.0483505
3.45623	0.0478141
3.45917	0.047346
3.4629	0.0469471
3.46705	0.0465962
3.47118	0.0462539
3.47478	0.0458789
3.47746	0.0454508
3.47905	0.0449823
3.47974	0.0445013
3.47991	0.0440257
3.47989	0.0435598
3.47986	0.0431037
3.47986	0.042657
3.47991	0.0422195
3.48002	0.041791
3.48015	0.0413712
