0	0
-0.303341	0.303341
-0.404556	0.202278
-0.455277	0.151759
-0.485829	0.121457
-0.506145	0.101229
-0.520654	0.0867759
-0.531459	0.0759229
-0.539795	0.0674746
-0.546282	0.0606987
-0.551452	0.0551469
-0.555723	0.0505229
-0.559303	0.046612
-0.56233	0.0432604
-0.565005	0.0403619
-0.567308	0.0378253
-0.56934	0.0355888
-0.571062	0.0335976
-0.572634	0.031819
-0.574033	0.0302185
-0.575313	0.028772
-0.576455	0.0274568
-0.577551	0.0262588
-0.578556	0.025161
-0.579457	0.0241503
-0.58026	0.0232168
-0.580969	0.0223516
-0.581569	0.0215469
-0.582158	0.020799
-0.582672	0.0201003
-0.583114	0.0194461
-0.5836	0.0188349
-0.584043	0.0182606
-0.584464	0.0177204
-0.584844	0.0172108
-0.585219	0.0167301
-0.58557	0.0162755
-0.585886	0.0158445
-0.586214	0.0154364
-0.586536	0.015049
-0.586836	0.0146804
-0.587136	0.0143297
-0.587432	0.0139957
-0.587715	0.0136768
-0.587989	0.0133722
-0.588234	0.0130806
-0.588458	0.0128012
-0.588674	0.0125335
-0.588859	0.0122765
-0.589028	0.0120296
-0.589187	0.0117925
-0.589343	0.0115645
-0.58951	0.0113455
-0.589688	0.0111348
-0.589865	0.0109319
-0.590049	0.0107365
-0.590208	0.0105477
-0.590361	0.0103653
-0.590522	0.0101894
-0.59066	0.0100191
-0.590799	0.00985446
-0.59095	0.00969539
-0.59111	0.0095416
-0.591273	0.00939274
-0.591438	0.00924857
-0.591611	0.00910902
-0.591789	0.00897379
-0.591965	0.00884259
-0.59213	0.00871505
-0.592285	0.00859106
-0.592419	0.00847025
-0.592552	0.00835284
-0.592677	0.00823857
-0.592813	0.00812762
-0.592938	0.00801948
-0.593069	0.00791434
-0.593198	0.00781196
-0.59333	0.00771228
-0.593453	0.00761503
-0.593565	0.00752007
-0.593678	0.00742751
-0.593788	0.0073372
-0.593894	0.00724903
-0.59399	0.00716286
-0.59407	0.00707854
-0.59415	0.0069962
-0.594218	0.00691565
-0.594279	0.00683688
-0.594337	0.00675988
-0.594397	0.00668461
-0.594447	0.00661094
-0.594506	0.00653895
-0.594559	0.00646847
-0.594608	0.00639948
-0.594662	0.00633199
-0.594716	0.00626592
-0.594762	0.00620115
-0.594802	0.00613768
-0.594851	0.00607557
-0.594897	0.00601468
