0 0 0
1 0.94925 0.94925
2 1.26387 0.631937
3 1.41871 0.472912
4 1.50852 0.377166
5 1.56465 0.313028
6 1.60024 0.266941
7 1.62157 0.232159
8 1.63181 0.205001
9 1.63265 0.18336
10 1.62506 0.166029
11 1.60983 0.152327
12 1.58795 0.141819
13 1.56079 0.134077
14 1.53017 0.12852
15 1.49806 0.124435
16 1.46631 0.121122
17 1.43639 0.118049
18 1.4093 0.114904
19 1.38553 0.111568
20 1.36519 0.108054
21 1.3481 0.104432
22 1.3339 0.100794
23 1.32214 0.0972178
24 1.31234 0.093761
25 1.3041 0.0904592
26 1.29705 0.0873291
27 1.29093 0.0843746
28 1.28554 0.0815917
29 1.28069 0.0789737
30 1.27624 0.0765134
31 1.27201 0.0742043
32 1.26785 0.0720408
33 1.26362 0.0700178
34 1.25923 0.0681296
35 1.25465 0.0663683
36 1.24991 0.0647233
37 1.24511 0.0631795
38 1.2404 0.0617183
39 1.23595 0.0603201
40 1.23191 0.0589692
41 1.22836 0.0576575
42 1.2253 0.0563835
43 1.22268 0.0551493
44 1.22041 0.0539578
45 1.21837 0.0528111
46 1.21645 0.0517107
47 1.21455 0.0506576
48 1.21257 0.0496526
49 1.21044 0.048696
50 1.20813 0.0477875
51 1.20565 0.046925
52 1.20307 0.0461035
53 1.20047 0.0453163
54 1.19795 0.0445563
55 1.19558 0.0438175
56 1.1934 0.0430969
57 1.19143 0.0423934
58 1.18963 0.0417072
59 1.18798 0.0410394
60 1.18643 0.0403909
61 1.18493 0.0397622
62 1.18347 0.0391534
63 1.18202 0.038564
64 1.18059 0.0379932
65 1.17918 0.0374395
66 1.17782 0.0369017
67 1.17652 0.0363782
68 1.17529 0.0358679
69 1.17415 0.0353704
70 1.17305 0.0348858
71 1.17199 0.0344144
72 1.17091 0.0339568
73 1.1698 0.0335133
74 1.16864 0.0330838
75 1.16743 0.0326678
76 1.16618 0.032265
77 1.16489 0.0318746
78 1.16358 0.0314959
79 1.16225 0.0311281
80 1.16091 0.0307708
81 1.15955 0.0304234
82 1.15818 0.030086
83 1.15678 0.0297585
84 1.15535 0.029441
85 1.15389 0.0291335
86 1.15239 0.0288358
87 1.15085 0.0285478
88 1.14928 0.0282688
89 1.14769 0.0279982
90 1.14609 0.0277346
91 1.14452 0.0274768
92 1.14297 0.0272236
93 1.14148 0.0269736
94 1.14006 0.026726
95 1.13872 0.0264799
96 1.13749 0.0262346
97 1.13637 0.0259896
98 1.13537 0.025745
99 1.1345 0.0255013
