0 2.96264 0.398245
1 1.89376 0.369519
2 2.37646 0.407604
3 1.96195 0.266949
4 2.56964 0.318506
5 1.8752 0.269506
6 2.78519 0.220769
7 2.01697 0.489561
8 2.34324 0.44336
9 2.22606 0.343788
10 2.44075 0.41561
11 2.51639 0.334984
12 2.75356 0.374152
13 1.94748 0.458635
14 2.20838 0.425176
15 2.74393 0.270401
16 2.92407 0.393476
17 3.15759 0.320779
18 2.73262 0.333418
19 2.83642 0.409642
20 2.86424 0.314892
21 2.74909 0.355021
22 2.68519 0.276749
23 2.62518 0.388389
24 2.27309 0.357716
25 2.65803 0.343416
26 2.5256 0.374871
27 2.1822 0.387279
28 2.85354 0.33368
29 2.55764 0.18662
