0	0
1.65929	1.65929
2.2778	1.14031
2.6817	0.901826
3.0307	0.78088
3.37042	0.722441
3.71059	0.698942
4.04566	0.691855
4.36393	0.688176
4.65397	0.680436
4.90574	0.66498
5.1116	0.640999
5.26915	0.610319
5.3826	0.576321
5.46152	0.542299
5.51858	0.510474
5.56616	0.481861
5.61452	0.45687
5.66988	0.435687
5.73453	0.418355
5.80691	0.404464
5.88312	0.3931
5.95856	0.38312
6.03	0.373702
6.09612	0.36449
6.15736	0.355504
6.21519	0.346938
6.27105	0.338953
6.32507	0.331488
6.37613	0.324292
6.42224	0.317028
6.46194	0.309517
6.49561	0.301874
6.52469	0.294302
6.55088	0.286967
6.57486	0.279911
6.59634	0.273087
6.61482	0.266445
6.63027	0.259983
6.64345	0.253742
6.65551	0.24777
6.66771	0.242106
6.68142	0.236806
6.69791	0.231948
6.71798	0.227622
6.74172	0.22388
6.76828	0.22067
6.79609	0.217806
6.82325	0.215038
6.84812	0.212155
6.86962	0.209062
6.88722	0.205757
6.9012	0.202321
6.9127	0.198871
6.92318	0.195503
6.93351	0.192258
6.94373	0.189131
6.95328	0.186087
6.96166	0.183098
6.96896	0.180168
6.97555	0.177312
6.98187	0.174544
6.98812	0.171864
6.99427	0.16927
7.00033	0.166755
7.00647	0.164324
7.01318	0.161992
7.02089	0.159778
7.02959	0.157685
7.03841	0.155667
7.04604	0.153648
7.05153	0.151598
7.05495	0.149546
7.05703	0.147526
7.05877	0.145556
7.06102	0.143646
7.06453	0.141812
7.06991	0.140085
7.07757	0.138513
7.08728	0.137114
7.09777	0.135817
7.107	0.134468
7.11296	0.132971
7.11456	0.131388
7.1117	0.129865
7.10496	0.128523
7.09532	0.127402
7.08404	0.126451
7.07264	0.125541
7.06272	0.124533
7.05565	0.12336
7.05193	0.122068
7.0511	0.120752
7.05204	0.119464
7.0537	0.118211
7.05557	0.116988
7.05749	0.115792
7.05941	0.11462
7.06129	0.113472
7.06324	0.112349
