 1 0.0492975 0.0492975 0
 2 0.0490298 0.0491636 9.46399e-05
 3 0.0489926 0.0491066 7.84106e-05
 4 0.048989 0.0490772 6.40836e-05
 5 0.0493333 0.0491284 6.87564e-05
 6 0.0490576 0.0491166 5.83008e-05
 7 0.0488708 0.0490815 5.96192e-05
 8 0.0496533 0.049153 8.47966e-05
 9 0.0488174 0.0491157 8.31717e-05
 10 0.0489628 0.0491004 7.62464e-05
 11 0.0491483 0.0491048 6.94389e-05
 12 0.0490229 0.0490979 6.39866e-05
 13 0.0484346 0.0490469 7.67586e-05
 14 0.0487466 0.0490255 7.42119e-05
 15 0.0488408 0.0490132 7.02783e-05
 16 0.0491579 0.0490222 6.64654e-05
 17 0.0491894 0.049032 6.32788e-05
 18 0.049263 0.0490449 6.10509e-05
 19 0.0489576 0.0490403 5.80103e-05
 20 0.0491825 0.0490474 5.55439e-05
