 1 -0.412831 -0.412831 0
 2 -0.413839 -0.413335 0.000356395
 3 -0.414101 -0.41359 0.000316083
 4 -0.413855 -0.413656 0.000243897
 5 -0.414567 -0.413839 0.000254215
 6 -0.415951 -0.414191 0.000384973
 7 -0.415607 -0.414393 0.000379428
 8 -0.409724 -0.413809 0.000638972
 9 -0.41762 -0.414233 0.000694249
 10 -0.412054 -0.414015 0.000658125
 11 -0.418616 -0.414433 0.000719035
 12 -0.411974 -0.414228 0.000687707
 13 -0.417673 -0.414493 0.000683962
 14 -0.414696 -0.414508 0.000635262
 15 -0.413112 -0.414415 0.00059969
 16 -0.412948 -0.414323 0.000569169
 17 -0.413818 -0.414293 0.000536463
 18 -0.409332 -0.414018 0.000573106
 19 -0.416815 -0.414165 0.000561532
 20 -0.412958 -0.414105 0.00053669
