 1 89.8878 0
 2 88.609 0.904259
 3 89.3549 0.856909
 4 89.6747 0.699836
 5 89.7179 0.561197
 6 89.2418 0.638395
 7 89.5122 0.601734
 8 89.519 0.526556
 9 89.7477 0.515313
 10 89.6352 0.47591
 11 89.7145 0.439206
 12 90.1389 0.572
 13 90.5017 0.632711
 14 90.4093 0.59423
 15 90.4133 0.554628
 16 90.465 0.522363
 17 90.5368 0.496546
 18 90.6661 0.485512
 19 90.5991 0.46456
 20 90.7745 0.473283
 1 92.2265 0
 2 91.2509 0.689842
 3 91.8853 0.692675
 4 91.7329 0.536008
 5 91.0619 0.737623
 6 90.6884 0.70293
 7 90.1708 0.769804
 8 90.2379 0.676492
 9 89.9257 0.669519
 10 89.8459 0.607298
 11 89.6336 0.588022
 12 89.7866 0.558574
 13 89.4699 0.598705
 14 89.8585 0.670279
 15 89.9791 0.636362
 16 90.174 0.625705
 17 89.9123 0.641281
 18 89.9807 0.609285
 19 89.8986 0.582724
 20 89.9436 0.555323
 1 85.1112 0
 2 84.8064 0.215509
 3 87.4676 2.17765
 4 88.9787 2.09282
 5 89.5055 1.7393
 6 89.0384 1.51083
 7 89.1251 1.29748
 8 89.0132 1.14011
 9 88.679 1.06128
 10 88.6942 0.955261
 11 89.0091 0.91884
 12 89.4223 0.930545
 13 89.3412 0.862483
 14 89.288 0.802516
 15 89.3322 0.750229
 16 89.4683 0.715586
 17 89.7011 0.710351
 18 89.6138 0.67624
 19 89.6824 0.644123
 20 89.6083 0.616161
 1 92.0768 0
 2 90.2615 1.28361
 3 91.4073 1.26788
 4 91.564 0.960556
 5 92.582 1.1914
 6 92.6831 0.997115
 7 92.5506 0.863421
 8 92.9299 0.834645
 9 92.6178 0.798128
 10 92.0214 0.914371
 11 91.9946 0.831639
 12 91.2108 1.0697
 13 91.278 0.989523
 14 91.0906 0.936423
 15 91.0136 0.87715
 16 91.2725 0.859675
 17 91.3509 0.812678
 18 91.154 0.79104
 19 90.9345 0.779253
 20 90.7991 0.75197
 1 93.6834 0
 2 92.1287 1.09938
 3 92.0138 0.738897
 4 89.3112 2.40526
 5 89.8924 1.99319
 6 89.4568 1.70791
 7 90.3197 1.66769
